1	66
2	66
3	74
4	74
5	74
6	66
7	66
8	66
9	70
10	70
11	66
12	72
13	72
14	66
15	66
16	66
17	68
18	68
19	68
20	66
21	66
22	66
23	62
24	62
25	62
26	62
27	62
28	62
29	68
30	68
31	68
32	68
33	68
34	68
35	68
36	68
37	68
38	68
39	68
40	68
41	68
42	68
43	68
44	68
45	68
46	68
47	68
48	68
49	68
50	68
51	68
52	68
53	68
54	68
55	68
56	68
57	68
58	68
59	68
60	68
61	68
62	68
63	68
64	60
65	60
66	60
67	60
68	60
69	60
70	74
71	74
72	80
73	86
74	90
75	88
76	84
77	90
78	84
79	102
80	100
81	162
82	150
83	168
84	184
85	336
86	356
87	456
88	484
89	472
90	472
91	438
92	450
93	478
94	492
95	466
96	448
97	442
98	430
99	420
100	444
101	430
102	436
103	424
104	404
105	372
106	382
107	390
108	386
109	334
110	304
111	290
112	260
113	226
114	218
115	212
116	218
117	234
118	246
119	248
120	244
121	224
122	220
123	218
124	196
125	194
126	208
127	212
128	232
129	284
130	284
131	278
132	290
133	290
134	294
135	322
136	322
137	322
138	330
139	330
140	330
141	350
142	350
143	350
144	352
145	352
146	354
147	346
148	352
149	358
150	356
151	356
152	356
153	362
154	370
155	366
156	366
157	356
158	356
159	336
160	344
161	312
162	312
163	290
164	242
165	232
166	228
167	228
168	200
169	194
170	212
171	226
172	228
173	222
174	206
175	216
176	208
177	234
178	230
179	254
180	288
181	334
182	342
183	352
184	338
185	372
186	390
187	420
188	434
189	396
190	444
191	454
192	468
193	442
194	484
195	484
196	498
197	506
198	494
199	486
200	484
201	476
202	458
203	458
204	458
205	462
206	464
207	464
208	462
209	462
210	462
211	462
212	450
213	446
214	446
215	448
216	448
217	444
218	442
219	442
220	440
221	442
222	442
223	440
224	440
225	442
226	442
227	442
228	444
229	444
230	444
231	444
232	448
233	448
234	446
235	446
236	452
237	446
238	446
239	458
240	454
241	470
242	470
243	470
244	470
245	470
246	470
247	470
248	470
249	470
250	470
251	470
252	470
253	444
254	444
255	444
256	444
257	442
258	442
259	442
260	444
261	442
262	446
263	446
264	446
265	446
266	446
267	446
268	446
269	454
270	454
271	454
272	454
273	454
274	454
275	458
276	458
277	458
278	458
279	458
280	458
281	458
282	456
283	458
284	456
285	446
286	446
287	446
288	438
289	454
290	454
291	454
292	448
293	458
294	458
295	458
296	456
297	456
298	454
299	460
300	460
301	460
302	460
303	456
304	456
305	456
306	456
307	456
308	456
309	456
310	456
311	456
